X,Y,OGF_ID,MOH_SERVICE_PROVIDER_IDENT,SERVICE_TYPE,SERVICE_TYPE_DETAIL,ENGLISH_NAME,FRENCH_NAME,ENGLISH_NAME_ALT,FRENCH_NAME_ALT,ADDRESS_LINE_1,ADDRESS_LINE_2,ADDRESS_DESCRIPTOR,COMMUNITY,POSTAL_CODE,GEOMETRY_UPDATE_DATETIME,EFFECTIVE_DATETIME,SYSTEM_DATETIME,OBJECTID
-79.770172808931036,43.672263970354535,127902502,26,Senior Active Living Centre,,City of Brampton - Flower City Seniors Centre,Ville de Brampton -  Centre pour aînés Flower City,,,8870 McLaughlin Road,,,Brampton,L6Y5T1,,2020-04-03T20:42:44.000Z,2020-04-03T20:42:44.000Z,764773
-79.717420196140296,43.71714378068517,127902503,27,Senior Active Living Centre,,City of Brampton - Knightsbridge,Ville de Brampton -  Knightsbridge,,,1 Knightsbridge Road,Unit A,,Brampton,L6T4B7,,2020-04-03T20:42:44.000Z,2020-04-03T20:42:44.000Z,764774
-80.261926317632046,43.139150053369498,127902504,28,Senior Active Living Centre,,City of Brantford -Beckett Adult Leisure Centre,Ville de Brantford -  Beckett Adult Leisure Centre,,,219 Colborne Street,,,Brantford,N3T2H2,,2020-04-03T20:42:44.000Z,2020-04-03T20:42:44.000Z,764775
-79.791273685820926,43.334638209987091,127902505,29,Senior Active Living Centre,,City of Burlington - Burlington Seniors' Centre,Ville de Burlington - Centre pour aînés de Burlington,,,2285 New Street,,,Burlington,L7R1J4,,2020-04-03T20:42:44.000Z,2020-04-03T20:42:44.000Z,764776
-80.36038397161245,43.397334894244018,127902506,30,Senior Active Living Centre,,City of Cambridge - Allan Reuter Centre,Ville de Cambridge - Centre Allan Reuter,,,507 King Street East,,,Cambridge,N3H3N4,,2020-04-03T20:42:44.000Z,2020-04-03T20:42:44.000Z,764777
-80.311467852810281,43.359980390001013,127902507,31,Senior Active Living Centre,,City of Cambridge - David Durward Centre,Ville de Cambridge - Centre David Durward,,,62 Dickson Street,,,Cambridge,N1R1T8,,2020-04-03T20:42:44.000Z,2020-04-03T20:42:44.000Z,764778
-80.306014457380641,43.43050040265247,127902508,32,Senior Active Living Centre,,City of Cambridge - Ted Wake Lounge,Ville de Cambridge - Ted Wake Lounge,,,31 Kribs Street,W.G. Johnson Centre,,Cambridge,N3C2L3,,2020-04-03T20:42:44.000Z,2020-04-03T20:42:44.000Z,764779
-80.269678157538806,43.560456227157218,127902509,33,Senior Active Living Centre,,City of Guelph - Evergreen Seniors Centre,Ville de Guelph - Centre pour aînés Evergreen,,,683 Woolwich Street,,,Guelph,N1H3Y8,,2020-04-03T20:42:44.000Z,2020-04-03T20:42:44.000Z,764780
-80.29237616148859,43.524440119772173,127902510,34,Senior Active Living Centre,,City of Guelph - West End Community Centre,Ville de Guelph - Centre communautaire West End,,,21 Imperial Road South,,,Guelph,N1K1X3,,2020-04-03T20:42:44.000Z,2020-04-03T20:42:44.000Z,764781
-79.758365765171703,43.217334190752744,127902511,35,Senior Active Living Centre,,City of Hamilton - Ada Bland (Club 60) Senior Citizens' Centre,Ville de Hamilton - Ada Bland (Club 60) Senior Citizensï¿½ Centre,,,6 King Street West,,,Hamilton,L8G1G8,,2020-04-03T20:42:44.000Z,2020-04-03T20:42:44.000Z,764782
-80.070423661112969,43.184633470413466,127902495,36,Senior Active Living Centre,,City of Hamilton - Ancaster Senior Achievement Centre,Ville de Hamilton - Ancaster Senior Achievement Centre,,,622 Alberton Road South,,,Hamilton,L0R1A0,,2020-04-03T20:42:44.000Z,2020-04-03T20:42:44.000Z,764783
-79.877587306313373,43.255996192057303,127902512,37,Senior Active Living Centre,,City of Hamilton - Main-Hess Seniors' Centre,Ville de Hamilton - Main-Hess Seniors’ Centre,,,181 Jackson Street West,,,Hamilton,L8P1L8,,2020-04-03T20:42:44.000Z,2020-04-03T20:42:44.000Z,764784
-79.806933180699673,43.218916888778502,127902513,38,Senior Active Living Centre,,City of Hamilton - Rosedale Seniors' Club,Ville de Hamilton - Rosedale Seniors’ Club,,,100 Greenhill Avenue,,,Hamilton,L8K4T9,,2020-04-03T20:42:44.000Z,2020-04-03T20:42:44.000Z,764785
-79.862197998710712,43.224703987233461,127902514,39,Senior Active Living Centre,,City of Hamilton - Sackville Seniors Centre,Ville de Hamilton - Centre pour aînés Sackville,,,780 Upper Wentworth Street,,,Hamilton,L9A4V5,,2020-04-03T20:42:44.000Z,2020-04-03T20:42:44.000Z,764786
-79.822681430888551,43.730917778140132,127902515,40,Senior Active Living Centre,,City of Brampton - Snelgrove,Ville de Brampton - Snelgrove,,,11692 Hurontario Street,,,Brampton,L7E1E2,,2020-04-03T20:42:44.000Z,2020-04-03T20:42:44.000Z,764787
-79.963596834558956,43.267471890070901,127902516,41,Senior Active Living Centre,,City of Hamilton - Dundas Seniors Centre,Ville de Hamilton - Centre pour aînés Dundas,,,10 Market Street South,,,Hamilton,L9H5G4,,2020-04-03T20:42:44.000Z,2020-04-03T20:42:44.000Z,764788
-79.653104931058877,43.20876629410651,127902517,42,Senior Active Living Centre,,City of Hamilton - Winona Seniors' Club,Ville de Hamilton - Winona Seniors’ Club,,,1239 Hamilton Regional Road 8,,,Hamilton,L8E5S4,,2020-04-03T20:42:44.000Z,2020-04-03T20:42:44.000Z,764789
-78.742395640730251,44.354582836947266,127902518,43,Senior Active Living Centre,,City of Kawartha Lakes (Lindsay Older Adult Centre),Ville de Kawartha Lakes (Lindsay Older Adult Centre),,,210 Kent Street West,,,Kawartha Lakes,K9V2Y8,,2020-04-03T20:42:44.000Z,2020-04-03T20:42:44.000Z,764790
-80.496273020840889,43.467069999992397,127902519,44,Senior Active Living Centre,,City of Kitchener - Breithaupt Seniors Centre,Ville de Kitchener - Centre pour aînés Breithaupt,,,350 Margaret Avenue,,,Kitchener,N2H4J8,,2020-04-03T20:42:44.000Z,2020-04-03T20:42:44.000Z,764791
-80.489681017441839,43.452482997752611,127902520,45,Senior Active Living Centre,,City of Kitchener - Downtown Community Centre,Ville de Kitchener - Centre communautaire du centre-ville,,,35 B Weber Street West,,,Kitchener,N2H3Z1,,2020-04-03T20:42:44.000Z,2020-04-03T20:42:44.000Z,764792
-80.466761309039654,43.43963299659611,127902521,46,Senior Active Living Centre,,City of Kitchener - Rockway Senior Centre,Ville de Kitchener - Centre pour aînés Rockway,,,1405 King Street East,,,Kitchener,N2G2N9,,2020-04-03T20:42:44.000Z,2020-04-03T20:42:44.000Z,764793
-81.215177003277489,42.980155079803978,127902522,47,Senior Active Living Centre,,City of London - Hamilton Road Seniors Centre,Ville de London - Centre pour aînés Hamilton Road,,,525 Hamilton Road,,,London,N5Z1S5,,2020-04-03T20:42:44.000Z,2020-04-03T20:42:44.000Z,764794
-81.261390517966575,42.982576477997767,127902523,48,Senior Active Living Centre,,City of London - Kiwanis Seniors Centre,Ville de London - Centre pour aînés Kiwanis,,,78 Riverside Drive,,,London,N6H1B4,,2020-04-03T20:42:44.000Z,2020-04-03T20:42:44.000Z,764795
-81.210485104847507,43.014051986012625,127902524,49,Senior Active Living Centre,,City of London - North London Optimist Community Centre,Ville de London - Centre communautaire optimiste du nord de London,,,1345 Cheapside Street,,,London,N5V3N9,,2020-04-03T20:42:44.000Z,2020-04-03T20:42:44.000Z,764796
-79.598706149943823,43.62270766969614,127902525,50,Senior Active Living Centre,,City of Mississauga - Burnhamthorpe,Ville de Mississauga - Burnhamthorpe,,,1500 Gulleden Drive,,,Mississauga,L4X2T7,,2020-04-03T20:42:44.000Z,2020-04-03T20:42:44.000Z,764797
-79.650483056628914,43.511663047765239,127902526,51,Senior Active Living Centre,,City of Mississauga - Clarkson,Ville de Mississauga - Clarkson,,,2475 Truscott Drive,,,Mississauga,L5J2B3,,2020-04-03T20:42:44.000Z,2020-04-03T20:42:44.000Z,764798
-79.638686271621069,43.723472385484925,127902527,52,Senior Active Living Centre,,City of Mississauga - Malton,Ville de Mississauga - Malton,,,3540 Morning Star Drive,,,Mississauga,L4T1Y2,,2020-04-03T20:42:44.000Z,2020-04-03T20:42:44.000Z,764799
-79.755656696573055,43.585224855779721,127902528,53,Senior Active Living Centre,,City of Mississauga - Meadowvale,Ville de Mississauga - Meadowvale,,,6655 Glen Erin Drive,,,Mississauga,L5N3L4,,2020-04-03T20:42:44.000Z,2020-04-03T20:42:44.000Z,764800
-79.575049738523632,43.578653963061207,127902529,54,Senior Active Living Centre,,City of Mississauga - Mississauga Seniors Centre,Ville de Mississauga - Centre pour aînés de Mississauga,,,1389 Cawthra Road,,,Mississauga,L5G4L1,,2020-04-03T20:42:44.000Z,2020-04-03T20:42:44.000Z,764801
-79.623803855657741,43.596941364001609,127902530,55,Senior Active Living Centre,,City of Mississauga - Mississauga Valley,Ville de Mississauga - Mississauga Valley,,,1275 Mississauga Valley Boulevard,,,Mississauga,L5A3R8,,2020-04-03T20:42:44.000Z,2020-04-03T20:42:44.000Z,764802
-79.684584770191805,43.542509851600748,127902531,56,Senior Active Living Centre,,City of Mississauga - South Common,Ville de Mississauga - South Common,,,2233 South Millway,,,Mississauga,L5L3H7,,2020-04-03T20:42:44.000Z,2020-04-03T20:42:44.000Z,764803
-79.643206961698965,43.595415262827963,127902532,57,Senior Active Living Centre,,City of Mississauga - Square One Older Adult Centre,Ville de Mississauga - Square One Older Adult Centre,,,100 Square One Boulevard,,,Mississauga,L5B2C9,,2020-04-03T20:42:44.000Z,2020-04-03T20:42:44.000Z,764804
-75.654035420183888,45.378853349441663,127902533,58,Senior Active Living Centre,,City of Ottawa - Heron Seniors' Centre,Ville d'Ottawa - Centre pour aînés Heron,,,1480 Heron Road,,,Ottawa,K1V6A5,,2020-04-03T20:42:44.000Z,2020-04-03T20:42:44.000Z,764805
-79.086767004490525,43.826819129222372,127902534,59,Senior Active Living Centre,,City of Pickering - South Pickering Seniors Centre,Ville de Pickering - Centre pour aînés du sud de Pickering,,,910 Liverpool Road,,,Pickering,L1W1S5,,2020-04-03T20:42:44.000Z,2020-04-03T20:42:44.000Z,764806
-82.385917968072704,42.976183021538112,127902535,60,Senior Active Living Centre,,City of Sarnia - Strangway Community Centre for Adults 50+,Ville de Sarnia - Strangway Community Centre for Adults 50+,,,260 East Street North,,,Sarnia,N7T6X7,,2020-04-03T20:42:44.000Z,2020-04-03T20:42:44.000Z,764807
-84.331193955850338,46.507667998055148,127902536,61,Senior Active Living Centre,,City of Sault Ste. Marie - Senior Services Drop-In Centre,Ville de Sault Ste. Marie - Senior Services Drop-In Centre,,,619 Bay Street,,,Sault Ste. Marie,P6A5X5,,2020-04-03T20:42:44.000Z,2020-04-03T20:42:44.000Z,764808
-84.345811262588839,46.524837599854067,127902537,62,Senior Active Living Centre,,City of Sault Ste. Marie - Steelton Senior Services Centre,Ville de Sault Ste. Marie - Steelton Senior Services Centre,,,235 Welllington Street West,,,Sault Ste. Marie,P6A1H6,,2020-04-03T20:42:44.000Z,2020-04-03T20:42:44.000Z,764809
-79.234277495028493,43.173130706979975,127902538,63,Senior Active Living Centre,,City of St. Catharines - Dunlop Drive Older Adult Centre,Ville de St. Catharines - Dunlop Drive Older Adult Centre,,,80 Dunlop Drive,,,St. Catharines,L2R1A7,,2020-04-03T20:42:44.000Z,2020-04-03T20:42:44.000Z,764810
-89.350288990623682,48.380134049173442,127902539,64,Senior Active Living Centre,,City of Thunder Bay - West Arthur Community Centre,Ville de Thunder Bay - Centre communautaire de West Arthur,,,1914 Arthur Street West,,,Thunder Bay,P7K1C7,,2020-04-03T20:42:44.000Z,2020-04-03T20:42:44.000Z,764811
-81.327384626080999,48.47504756829975,127902540,65,Senior Active Living Centre,,City of Timmins - H.R. Bielek Seniors Centre,Ville de Timmins - H.R. Centre pour aînés Bielek,,,272 3rd Avenue,,,Timmins,P4N1E3,,2020-04-03T20:42:44.000Z,2020-04-03T20:42:44.000Z,764812
-80.51975122764641,43.460243697673015,127902541,66,Senior Active Living Centre,,City of Waterloo - Adult Recreation Centre,Ville de Waterloo - Adult Recreation Centre,,,185 King Street South,,,Waterloo,N2J1P7,,2020-04-03T20:42:44.000Z,2020-04-03T20:42:44.000Z,764813
-79.253084084932951,42.983028972162103,127902542,67,Senior Active Living Centre,,City of Welland - Rose City Seniors' Activity Centre,Ville de Welland - Rose City Seniors’ Activity Centre,,,145 Lincoln Street,Welland Community Wellness Complex,,Welland,L3B6E1,,2020-04-03T20:42:44.000Z,2020-04-03T20:42:44.000Z,764814
-78.687603384319885,43.916047563142776,127902543,68,Senior Active Living Centre,,Bowmanville Older Adult Association,Bowmanville Older Adult Association,,,26 Beech Avenue,,,Bowmanville,L1C3A2,,2020-04-03T20:42:44.000Z,2020-04-03T20:42:44.000Z,764815
-81.198196858994663,46.583053984586194,127902544,69,Senior Active Living Centre,,Club 50 de Rayside Balfour,Club 50 de Rayside Balfour,,,25 Main Street West,,,Greater Sudbury,P0M1L0,,2020-04-03T20:42:44.000Z,2020-04-03T20:42:44.000Z,764816
-81.112773027789245,46.552087084199158,127902545,70,Senior Active Living Centre,,Club Accueil Age d'Or Azilda,Club Accueil Age d’Or Azilda,,,64 Notre Dame Street East,,,Greater Sudbury,P0M1B0,,2020-04-03T20:42:44.000Z,2020-04-03T20:42:44.000Z,764817
-83.675676770357555,49.686707704910248,127902546,71,Senior Active Living Centre,,Club Action Hearst (Atelier des Pionniers),Club Action Hearst (Atelier des Pionniers),,,54 13th Street,,,Hearst,P0L1N0,,2020-04-03T20:42:44.000Z,2020-04-03T20:42:44.000Z,764818
-82.544411755959658,42.304923595242059,127902547,72,Senior Active Living Centre,,Club De L'Age D'Or Le Foyer Pointe-Aux-Roches,Club De L'Age d’Or Le Foyer Pointe-Aux-Roches,,,7500 Tecumseh Road,,,Lakeshore,N0R1N0,,2020-04-03T20:42:44.000Z,2020-04-03T20:42:44.000Z,764819
-78.160184219699474,43.974782697263215,127902548,73,Senior Active Living Centre,,Cobourg Seniors Activity Centre,Cobourg Seniors Activity Centre,,,750 D'Arcy Street,,,Cobourg,K9A0G1,,2020-04-03T20:42:44.000Z,2020-04-03T20:42:44.000Z,764820
-80.212741626654079,44.502610492571293,127902549,74,Senior Active Living Centre,,Collingwood Leisure Time Club Inc.,Collingwood Leisure Time Club Inc.,,,100 Minnesota Street,,,Collingwood,L9Y4R5,,2020-04-03T20:42:44.000Z,2020-04-03T20:42:44.000Z,764821
-79.093410343357121,43.09164229882532,127902550,75,Senior Active Living Centre,,Coronation 50 Plus Recreation Centre,Coronation 50 Plus Recreation Centre,,,5925 Summer Street,,,Niagara Falls,L2G1M7,,2020-04-03T20:42:44.000Z,2020-04-03T20:42:44.000Z,764822
-79.566929002684418,43.196708895941569,127902551,76,Senior Active Living Centre,,Corporation of the County of Grimsby - Livingston Activity Centre,Corporation of the County of Grimsby - Livingston Activity Centre,,,18 Livingston Avenue,,,Grimsby,L3M1K7,,2020-04-03T20:42:44.000Z,2020-04-03T20:42:44.000Z,764823
-79.471070818727497,43.729680894401618,127902552,77,Senior Active Living Centre,,COSTI Immigrant Services - North York Centre,"COSTI, service aux immigrants - Centre de North York",,,Wilson Avenue,"Suite 114, Sheridan Mall 1700",,Toronto,M3L1B2,,2020-04-03T20:42:44.000Z,2020-04-03T20:42:44.000Z,764824
-75.672041026801153,45.38651184999393,127902553,78,Senior Active Living Centre,,Council on Aging of Ottawa - English Programs,Conseil sur le vieillissement d'Ottawa - Programmes anglophones,,,1247 Kilborn Place,Unit 101,,Ottawa,K1H6K9,,2020-04-03T20:42:44.000Z,2020-04-03T20:42:44.000Z,764825
-79.468473622931356,43.786395004447719,127902554,79,Senior Active Living Centre,,Crescent Town Club - Call-A-Service,Crescent Town Club - Call-A-Service,,,2 The Market Place,Unit A,,Toronto,M4C5M1,,2020-04-03T20:42:44.000Z,2020-04-03T20:42:44.000Z,764826
-79.454833808332012,43.670676384813952,127902555,80,Senior Active Living Centre,,Davenport-Perth Neighbourhood & Community Health Centre,Davenport-Perth Neighbourhood & Community Health Centre,,,1900 Davenport Road,,,Toronto,M6N1B7,,2020-04-03T20:42:44.000Z,2020-04-03T20:42:44.000Z,764827
-80.498153866721609,42.849098990736785,127902556,81,Senior Active Living Centre,,Delhi Township Senior Citizens Club Inc.,Senior Citizens Club Inc. du canton de Delhi,,,418 Queen Street,,,Delhi,N4B2X1,,2020-04-03T20:42:44.000Z,2020-04-03T20:42:44.000Z,764828
-79.358903176462405,43.656239386730753,127902557,82,Senior Active Living Centre,,Dixon Hall,Dixon Hall,,,58 Sumach Street,,,Toronto,M5A3J7,,2020-04-03T20:42:44.000Z,2020-04-03T20:42:44.000Z,764829
-79.358903176462405,43.656239386730753,127902558,83,Senior Active Living Centre,,Dixon Hall - Mandarin,Dixon Hall - Mandarin,,,58 Sumach Street,,,Toronto,M5A3J7,,2020-04-03T20:42:44.000Z,2020-04-03T20:42:44.000Z,764830
-79.371326681099276,43.663898987500346,127902559,84,Senior Active Living Centre,,Dixon Hall - The Adult Enrichment Program,Dixon Hall - The Adult Enrichment Program,,,192 Carlton Street,,,Toronto,M5A2K8,,2020-04-03T20:42:44.000Z,2020-04-03T20:42:44.000Z,764831
-92.835472900289631,49.77866317269622,127902560,85,Senior Active Living Centre,,Dryden Go Getters,Dryden Go Getters,,,84 St. Charles Street,,,Dryden,P8N1L3,,2020-04-03T20:42:44.000Z,2020-04-03T20:42:44.000Z,764832
-79.29417710341167,46.264372830945966,127902561,86,Senior Active Living Centre,,East Ferris Golden Age Club,Club de  l’âge d’Or East Ferris,,,390 Highway 94,,,Corbeil,P0H1K0,,2020-04-03T20:42:44.000Z,2020-04-03T20:42:44.000Z,764833
-77.095910810165236,45.531951212941046,127902562,87,Senior Active Living Centre,,Eganville and District Seniors,Eganville and District Seniors,,,30 Bell Street,,,Eganville,K0J1T0,,2020-04-03T20:42:44.000Z,2020-04-03T20:42:44.000Z,764834
-79.543690543873623,43.751997594919793,127902563,88,Senior Active Living Centre,,Elspeth Heyworth Centre for Women (North York),Elspeth Heyworth Centre for Women (North York),,,2350 Finch Avenue West,Unit D,,Toronto,M9M2C7,,2020-04-03T20:42:44.000Z,2020-04-03T20:42:44.000Z,764835
-81.788817813055743,46.251145500262432,127902564,89,Senior Active Living Centre,,Espanola Senior Citizens Club,Espanola Senior Citizens Club,,,799 Queensway,,,Espanola,P5E1R3,,2020-04-03T20:42:44.000Z,2020-04-03T20:42:44.000Z,764836
-82.823650330147146,42.173005757965434,127902565,90,Senior Active Living Centre,,Essex Retirees' Social Club,Essex Retirees' Social Club,,,32 Russell Street,,,Essex,N8M1G3,,2020-04-03T20:42:44.000Z,2020-04-03T20:42:44.000Z,764837
-80.343142366268509,43.398547895276785,127902566,91,Senior Active Living Centre,,Fairview Centre,Centre Fairview,,,515 Langs Drive,,,Cambridge,N3H5E4,,2020-04-03T20:42:44.000Z,2020-04-03T20:42:44.000Z,764838
-79.282879957608387,43.71781610105932,127902567,92,Senior Active Living Centre,,Family Service Toronto - Illahee Community Connections,Family Service Toronto - Illahee Community Connections,,,747 Warden Avenue,,,Toronto,M1L4A8,,2020-04-03T20:42:44.000Z,2020-04-03T20:42:44.000Z,764839
-80.02457106991389,46.524557036322101,127902568,93,Senior Active Living Centre,,Field Golden Age Club,Club de  l’âge d’Or Field,,,65 Jarbeau Street,,,Field,P0H1M0,,2020-04-03T20:42:44.000Z,2020-04-03T20:42:44.000Z,764840
-79.456112809264482,43.676620885797377,127902569,94,Senior Active Living Centre,,First Portuguese Canadian Cultural Centre,First Portuguese Canadian Cultural Centre,,,60 Caledonia Road,,,Toronto,M6E4S4,,2020-04-03T20:42:44.000Z,2020-04-03T20:42:44.000Z,764841
-78.915063971581347,42.910781974408124,127902570,95,Senior Active Living Centre,,Fort Erie Lions Senior Citizens Complex,Fort Erie Lions Senior Citizens Complex,,,265 High Street,,,Fort Erie,L2A3R4,,2020-04-03T20:42:44.000Z,2020-04-03T20:42:44.000Z,764842
-79.538083028961552,43.60373476918916,127902571,96,Senior Active Living Centre,,Franklin Horner Community Centre,Centre communautaire Franklin Horner,,,432 Horner Avenue,,,Toronto,M8W2B2,,2020-04-03T20:42:44.000Z,2020-04-03T20:42:44.000Z,764843
-81.133310602085331,43.25156003152037,127902572,97,Senior Active Living Centre,,Friendship Centre for St. Marys & Area Seniors,Friendship Centre for St. Marys & Area Seniors,,,317 James Street South,,,Saint Marys,N4X1B6,,2020-04-03T20:42:44.000Z,2020-04-03T20:42:44.000Z,764844
-79.48888761914688,43.670185383143874,127902573,98,Senior Active Living Centre,,George Syme Seniors Centre of York,Centre pour aînés George Syme de York,,,33 Pritchard Avenue,,,Toronto,M6N1T4,,2020-04-03T20:42:44.000Z,2020-04-03T20:42:44.000Z,764845
-79.891193845348596,43.648987760584461,127902574,99,Senior Active Living Centre,,Halton Hills - Hillsview Active Living Centre - Georgetown,Halton Hills - Centre de vie active Hillsview - Georgetown,,,318 Guelph Street,Unit 9,,Halton Hills,L7G4B5,,2020-04-03T20:42:44.000Z,2020-04-03T20:42:44.000Z,764846
-79.993622174956187,44.696698836236109,127902575,100,Senior Active Living Centre,,Georgian Shores Swinging Seniors,Georgian Shores Swinging Seniors,,,300 Balm Beach Road West,,,Tiny,L0L2J0,,2020-04-03T20:42:44.000Z,2020-04-03T20:42:44.000Z,764847
-75.601399307702863,45.437644861695929,127902576,101,Senior Active Living Centre,,Gloucester Senior Adults' Centre,Gloucester Senior Adults' Centre,,,2020 Ogilvie Road,,,Ottawa,K1J7N8,,2020-04-03T20:42:44.000Z,2020-04-03T20:42:44.000Z,764848
-75.71016834174209,45.41363565302207,127902577,102,Senior Active Living Centre,,Good Companions Seniors' Centre,Centre pour aînés Good Companions,,,670 Albert Street,Suite 19,,Ottawa,K1R6L2,,2020-04-03T20:42:44.000Z,2020-04-03T20:42:44.000Z,764849
-82.705247704251178,42.290630484756832,127902578,103,Senior Active Living Centre,,Good Neighbour Club of Belle River and Area,Good Neighbour Club of Belle River and Area,,,272 Saint Paul Street,,,Lakeshore,N0R1A0,,2020-04-03T20:42:44.000Z,2020-04-03T20:42:44.000Z,764850
-82.464011892584068,45.918256610558039,127902579,104,Senior Active Living Centre,,Gore Bay Elderly Persons Centre,Centre pour personnes - âgées de Gore Bay,,,70 Meredith Street,,,Gore Bay,P0P1H0,,2020-04-03T20:42:44.000Z,2020-04-03T20:42:44.000Z,764851
-93.39011298366502,49.860599038875364,127902580,105,Senior Active Living Centre,,Happy Go Lucky Seniors Club Vermillion Bay,Happy Go Lucky Seniors Club Vermillion Bay,,,23 Main Street,,,Vermilion Bay,P0V2V0,,2020-04-03T20:42:44.000Z,2020-04-03T20:42:44.000Z,764852
-79.397073286845369,43.635842581379087,127902581,106,Senior Active Living Centre,,Harbourfront Community Centre,Centre communautaire de Harbourfront,,,627 Queen's Quay West,,,Toronto,M5V3G3,,2020-04-03T20:42:44.000Z,2020-04-03T20:42:44.000Z,764853
-79.298864961335283,43.702149797570769,127902582,107,Senior Active Living Centre,,Harmony Hall Centre for Seniors - Call-A-Service,Centre pour aînés Harmony Hall - Call-A-Service,,,2 Gower Street,,,Toronto,M4B1E2,,2020-04-03T20:42:44.000Z,2020-04-03T20:42:44.000Z,764854
-79.499783129283387,43.745421595819103,127902583,108,Senior Active Living Centre,,Lumacare - Northwood Community Centre,Lumacare - Centre communautaire de Northwood,,,15 Clubhouse Court,,,Toronto,M3L2L7,,2020-04-03T20:42:44.000Z,2020-04-03T20:42:44.000Z,764855
-79.44516051090379,43.734688096485208,127902584,109,Senior Active Living Centre,,Lumacare,Lumacare,,,497 Wilson Avenue,,,Toronto,M3H1V1,,2020-04-03T20:42:44.000Z,2020-04-03T20:42:44.000Z,764856
-80.025057987130111,43.640523952779105,127902585,110,Senior Active Living Centre,,Halton Hills - Hillsview Active Living Centre - Acton,Halton Hills - Centre de vie active Hillsview - Acton,,,415 Queen Street East,,,Acton,L7J2N2,,2020-04-03T20:42:44.000Z,2020-04-03T20:42:44.000Z,764857
-79.741395398146182,43.654008568508864,127902586,111,Senior Active Living Centre,,Holland Christian Homes,Holland Christian Homes,,,7900 McLaughlin Road South,,,Brampton,L6Y5A7,,2020-04-03T20:42:44.000Z,2020-04-03T20:42:44.000Z,764858
-79.212521783008114,45.322949779581862,127902587,112,Senior Active Living Centre,,Huntsville Active Living Centre,Centre de vie active Huntsville,,,20 Park Drive,,,Huntsville,P1H1P5,,2020-04-03T20:42:44.000Z,2020-04-03T20:42:44.000Z,764859
-79.530006930260129,43.647618677270238,127902588,113,Senior Active Living Centre,,Islington Centre - Etobicoke Senior Citizens,Centre Islington - Etobicoke Senior Citizens,,,4968 Dundas Street West,,,Toronto,M9A1B7,,2020-04-03T20:42:44.000Z,2020-04-03T20:42:44.000Z,764860
-79.952156030779648,43.265686790290282,127902589,114,Senior Active Living Centre,,Jewish Social Services,Jewish Social Services,,,30 King Street East,1st Floor,,Hamilton,L9H5G6,,2020-04-03T20:42:44.000Z,2020-04-03T20:42:44.000Z,764861
-82.430126017552624,49.415995042015524,127902590,115,Senior Active Living Centre,,Kapuskasing Golden Age Club d'Age d'Or,Golden Age Club d’Age d’Or de Kapuskasing,,,88 Riverside Drive,Golden Age Centre,,Kapuskasing,P5N1B3,,2020-04-03T20:42:44.000Z,2020-04-03T20:42:44.000Z,764862
-79.227545010777405,45.557996018072984,127902591,116,Senior Active Living Centre,,Kearney Elderly Persons Centre,Centres pour personnes âgées de Kearney,,,8 Main Street,,,Kearney,P0A1M0,,2020-04-03T20:42:44.000Z,2020-04-03T20:42:44.000Z,764863
-94.486458693186023,49.761725638539673,127902592,117,Senior Active Living Centre,,Kenora District New Horizons Senior Centre,Centre pour aînés New Horizons du district de Kenora,,,18 Mike Richards Way,,,Kenora,P9N1L2,,2020-04-03T20:42:44.000Z,2020-04-03T20:42:44.000Z,764864
-82.591890348372957,42.054808448263479,127902593,118,Senior Active Living Centre,,Leamington and District Half-Century Centre,Leamington and District Half-Century Centre,,,160 Talbot Street East,,,Leamington,N8H1M2,,2020-04-03T20:42:44.000Z,2020-04-03T20:42:44.000Z,764865
-79.473772170743118,43.168981795294947,127902594,119,Senior Active Living Centre,,Lincoln Community Centre,Centre communautaire de Lincoln,,,4361 Central Avenue,,,Lincoln,L0R1B1,,2020-04-03T20:42:44.000Z,2020-04-03T20:42:44.000Z,764866
-79.446375204499702,43.657804782948119,127902595,120,Senior Active Living Centre,,Loyola Arrupe Centre for Seniors,Loyola Arrupe Centre for Seniors,,,55 Rankin Crescent,,,Toronto,M6P4E4,,2020-04-03T20:42:44.000Z,2020-04-03T20:42:44.000Z,764867
-79.205371741702862,43.818448322279366,127902596,121,Senior Active Living Centre,,Malvern Family Resource Centre - Seniors Centre,Malvern Family Resource Centre - Centre pour aînés,,,90 Littles Road,,,Toronto,M1B5E2,,2020-04-03T20:42:44.000Z,2020-04-03T20:42:44.000Z,764868
-79.263350665702347,43.880063430364267,127902597,122,Senior Active Living Centre,,Markham Seniors Activity Centre,Markham Seniors Activity Centre,,,22 Water Street,,,Markham,L3P7P9,,2020-04-03T20:42:44.000Z,2020-04-03T20:42:44.000Z,764869
-79.872252427576299,43.516972538326421,127902598,123,Senior Active Living Centre,,Milton Seniors Activity Centre,Milton Seniors Activity Centre,,,500 Childs Drive,,,Milton,L9T5G2,,2020-04-03T20:42:44.000Z,2020-04-03T20:42:44.000Z,764870
-79.215243037897253,43.739397607972052,127902599,124,Senior Active Living Centre,,Momiji Health Care Society,Momiji Health Care Society,,,3555 Kingston Road,,,Toronto,M1M3W4,,2020-04-03T20:42:44.000Z,2020-04-03T20:42:44.000Z,764871
